"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"LTTS","L&T Technology Services Limited","7(2)","INDRAJIT SEN","Employees/Designated Employees","Equity Shares","17300","0.02",,"500","1367525","Sell","Equity Shares","16800","0.02","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","BSE","-","03-Mar-2021 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1093620_414036_03032021063303_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","SAMIR BAGGA","Employees/Designated Employees","Equity Shares","18833","0.02",,"2633","7272214","Sell","Equity Shares","16200","0.02","03-Mar-2021","03-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1093620_414036_03032021063303_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","AMIT CHADHA","Director","Equity Shares","108500","0.1",,"1500","3949995","Sell","Equity Shares","107000","0.1","02-Mar-2021","02-Mar-2021","02-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1093620_414036_03032021063303_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","GAURAV GUPTA","Employees/Designated Employees","Equity Shares","7000","0.01",,"2000","5427300","Sell","Equity Shares","5000","0","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","BSE","-","03-Mar-2021 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1093620_414036_03032021063303_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","A M NAIK","Director","Equity Shares","400000","0.38",,"100000","269500000","Sell","Equity Shares","300000","0.29","03-Mar-2021","03-Mar-2021","03-Mar-2021","Gift","-","-","0","0","0","0","NA","-","03-Mar-2021 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1093620_414036_03032021063303_WEB.xml"
"SHRENIK","Shrenik Limited","7(2)","Kaivan Shrenik Vimawala","Director","Equity Shares","18967078","3.1",,"1406900","3890991","Sell","Equity Shares","17560178","2.87","01-Mar-2021","02-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:32","https://archives.nseindia.com/corporate/xbrl/IT_1093619_414034_03032021063227_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Hitesh Veera","-","Equity Shares","16067","0",,"786","1038555","Buy","Equity Shares","16853","0","30-Dec-2020","30-Dec-2020","02-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Hitesh Veera","-","Equity Shares","16853","0",,"321","505671","Buy","Equity Shares","17174","0","26-Feb-2021","26-Feb-2021","02-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Jay Kapadia","-","Equity Shares","26558","0",,"1862","2691734","Buy","Equity Shares","28420","0","26-Feb-2021","26-Feb-2021","02-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Kartick Iyer","-","Equity Shares","5264","0",,"351","512460","Buy","Equity Shares","5615","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","S KRISHNAN","-","Equity Shares","22698","0",,"1371","1746240","Buy","Equity Shares","24069","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Rajiv Gurnani","-","Equity Shares","55495","0",,"3135","3861345","Buy","Equity Shares","58630","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Ramasubramaniam Sugavanam","-","Equity Shares","25580","0",,"500","714786","Buy","Equity Shares","26080","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Shwetha Kalappa","-","Equity Shares","31739","0",,"170","162350","Buy","Equity Shares","31909","0","26-Feb-2021","26-Feb-2021","02-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Sonal Bhandawat","-","Equity Shares","4348","0",,"1224","1787040","Buy","Equity Shares","5572","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","SRINIVAS VAMAN GOLLAPUDI","-","Equity Shares","34073","0",,"2503","3823184","Buy","Equity Shares","36576","0","20-Jan-2021","20-Jan-2021","02-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","SRINIVAS VAMAN GOLLAPUDI","-","Equity Shares","36576","0",,"3385","4634806","Buy","Equity Shares","39961","0","26-Feb-2021","26-Feb-2021","02-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Chetan Desai","-","Equity Shares","212511","0.01",,"7179","10419203","Buy","Equity Shares","219690","0.01","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Tapobrat Chaudhuri","-","Equity Shares","12215","0",,"2335","3438202","Buy","Equity Shares","14550","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Rajesh Khanna","-","Equity Shares","28382","0",,"530","735767","Buy","Equity Shares","28912","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Rajeev Ratan Sharma","-","Equity Shares","11296","0",,"546","663460","Buy","Equity Shares","11842","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","VINOD CHAUHAN","-","Equity Shares","64858","0",,"804","1262511","Buy","Equity Shares","65662","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Vishwanath Kumar Gollakota","-","Equity Shares","240","0",,"852","1066587","Buy","Equity Shares","1092","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Vivek Prakash","-","Equity Shares","1884","0",,"705","896055","Buy","Equity Shares","2589","0","26-Feb-2021","26-Feb-2021","02-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Prakash Nayak","-","Equity Shares","91595","0",,"410","391550","Buy","Equity Shares","92005","0","26-Feb-2021","26-Feb-2021","03-Mar-2021","ESOP","-","-","0","0","0","0","NA","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Piyush Jain","-","Equity Shares","140","0",,"100","182000","Buy","Equity Shares","240","0","26-Feb-2021","26-Feb-2021","02-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:23","https://archives.nseindia.com/corporate/xbrl/IT_1093615_414030_03032021062351_WEB.xml"
"MACPOWER","Macpower CNC Machines Limited","7(2)","Mehta Nimishaben Nikeshbhai","Promoter Group","Equity Shares","297840","2.98",,"15446","1501796","Buy","Equity Shares","313286","3.13","01-Mar-2021","01-Mar-2021","02-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:22","https://archives.nseindia.com/corporate/xbrl/IT_1093614_414027_03032021062231_WEB.xml"
"HGINFRA","H.G. Infra Engineering Limited","7(2)","HARENDRA SINGH FAMILY TRUST","Promoters","Equity Shares","8600","0.01",,"8700","2480198","Buy","Equity Shares","17300","0.03","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:16","https://archives.nseindia.com/corporate/xbrl/IT_1093611_414024_03032021061652_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SWANANDI PHALNIKAR","Employees/Designated Employees","Equity Shares","7480","0",,"7480","4609673","Sell","Equity Shares","Nil","0","03-Mar-2021","03-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","NIMESH SHAH","Employees/Designated Employees","Equity Shares","212625","0",,"25000","15450330","Sell","Equity Shares","187625","0","03-Feb-2021","04-Feb-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","RANGANATH ATHREYA","Key Managerial Personnel","Equity Shares","5710","0",,"1000","615000","Sell","Equity Shares","4710","0","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","RANGANATH ATHREYA","Key Managerial Personnel","Equity Shares","810","0",,"100","67500","Sell","Equity Shares","710","0","15-Feb-2021","15-Feb-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","AARTI SHARMA","Employees/Designated Employees","Equity Shares","9300","0",,"3000","1842376","Sell","Equity Shares","6300","0","06-Jan-2021","15-Feb-2021","02-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","PRASANNA BALACHANDER","Employees/Designated Employees","Equity Shares","13683","0",,"8350","5247000","Sell","Equity Shares","5333","0","03-Mar-2021","03-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Vijay Chandok","Employees/Designated Employees","Equity Shares","83300","0",,"20000","12500000","Sell","Equity Shares","63300","0","03-Mar-2021","03-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","NIMESH SHAH","Employees/Designated Employees","Equity Shares","187625","0",,"15000","9228586","Sell","Equity Shares","172625","0","25-Feb-2021","26-Feb-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:09","https://archives.nseindia.com/corporate/xbrl/IT_1093609_414020_03032021060944_WEB.xml"
"MPHASIS","MphasiS Limited","7(2)","Santosh Iyer","Employees/Designated Employees","Equity Shares","5000","0",,"2000","3435400","Sell","Equity Shares","3000","0","03-Mar-2021","03-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:04","https://archives.nseindia.com/corporate/xbrl/IT_1093608_414016_03032021060432_WEB.xml"
"RICOAUTO","Rico Auto Industries Limited","7(2)","NYLA KAPIUR","Promoter Group","Equity Shares","364040","0.27",,"11000","467866","Buy","Equity Shares","375040","0.28","02-Mar-2021","03-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1093607_414013_03032021060328_WEB.xml"
"RICOAUTO","Rico Auto Industries Limited","7(2)","ARVIND KAPUR","Promoters","Equity Shares","12674960","9.37",,"11000","467490","Buy","Equity Shares","12685960","9.38","02-Mar-2021","03-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1093607_414013_03032021060328_WEB.xml"
"RICOAUTO","Rico Auto Industries Limited","7(2)","ARUN KAPUR","Promoters","Equity Shares","8756599","6.47",,"11000","467925","Buy","Equity Shares","8767599","6.48","02-Mar-2021","03-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1093607_414013_03032021060328_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Dhruv Prakash","Director","Equity Shares","26206","0.09",,"400","3451886","Sell","Equity Shares","25806","0.09","02-Mar-2021","02-Mar-2021","02-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1093603_414010_03032021055919_WEB.xml"
"INDIAMART","Indiamart Intermesh Limited","7(2)","Rajesh Sawhney","Director","Equity Shares","5918","0.02",,"118","1021878","Sell","Equity Shares","5800","0.02","25-Feb-2021","26-Feb-2021","01-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1093603_414010_03032021055919_WEB.xml"
"STEELCITY","Steel City Securities Limited","7(2)","TENTU APPARAO","Promoter Group","Equity Shares","184593","1.22",,"57835","2092767","Buy","Equity Shares","242428","1.6","01-Mar-2021","02-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1093600_414007_03032021055606_WEB.xml"
"BSOFT","BIRLASOFT LIMITED","7(2)","Venkatarama Bheemeshwar Rao Adavikolanu","Employees/Designated Employees","Equity Shares","18363","0.01",,"2000","471392","Sell","Equity Shares","16363","0.01","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1093597_414004_03032021055202_WEB.xml"
"NAHARSPING","Nahar Spinning Mills Limited","7(2)","DINESH OSWAL","Promoters","Equity Shares","23766","0.07",,"20000","1792134","Buy","Equity Shares","43766","0.12","01-Mar-2021","02-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","03-Mar-2021 17:51","https://archives.nseindia.com/corporate/xbrl/IT_1093596_414002_03032021055158_WEB.xml"
"ALMONDZ","Almondz Global Securities Limited","7(2)","NAVJEET SINGH SOBTI HUF","Promoter Group","Equity Shares","85641","0.33",,"1841","50628","Buy","Equity Shares","87482","0.33","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","03-Mar-2021 17:48","https://archives.nseindia.com/corporate/xbrl/IT_1093594_413996_03032021054856_WEB.xml"
"STEELCITY","Steel City Securities Limited","7(2)","K S V RAMESH BABU","Promoter Group","Equity Shares","143549","0.95",,"10000","369500","Buy","Equity Shares","153549","1.02","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:46","https://archives.nseindia.com/corporate/xbrl/IT_1093593_413993_03032021054658_WEB.xml"
"BSOFT","BIRLASOFT LIMITED","7(2)","Venkatarama Bheemeshwar Rao Adavikolanu","Employees/Designated Employees","Equity Shares","26726","0.01",,"8363","1884899","Sell","Equity Shares","18363","0.01","01-Mar-2021","01-Mar-2021","02-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:41","https://archives.nseindia.com/corporate/xbrl/IT_1093588_413990_03032021054153_WEB.xml"
"STEELCITY","Steel City Securities Limited","7(2)","KAMIREDDI SATYANARAYANA","Promoters","Equity Shares","1583526","10.49",,"7000","256480","Buy","Equity Shares","1590526","10.53","02-Mar-2021","02-Mar-2021","03-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:39","https://archives.nseindia.com/corporate/xbrl/IT_1093587_413987_03032021053921_WEB.xml"
"ADANITRANS","Adani Transmission Limited","7(2)","Shri Gautam S. Adani/Shri Rajesh S. Adani (on behalf of S. B. Adani Family Trust)","Promoter Group","Equity Shares","621197910","56.48",,"900000","702900000","Pledge Revoke","Equity Shares","621197910","56.48","02-Mar-2021","02-Mar-2021","03-Mar-2021","Revokation of Pledge","-","-","0","0","0","0","NA","-","03-Mar-2021 17:38","https://archives.nseindia.com/corporate/xbrl/IT_1093586_413984_03032021053818_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","AREL ENTERPRISE LLP","Promoter Group","Equity Shares","146590","0.04",,"72037","31945179","Buy","Equity Shares","218627","0.06","26-Feb-2021","26-Feb-2021","01-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1093583_413980_03032021053444_WEB.xml"
"GODREJIND","Godrej Industries Limited","7(2)","AREL ENTERPRISE LLP","Promoter Group","Equity Shares","79662","0.02",,"66928","29718314","Buy","Equity Shares","146590","0.04","25-Feb-2021","25-Feb-2021","01-Mar-2021","Market Purchase","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:34","https://archives.nseindia.com/corporate/xbrl/IT_1093583_413980_03032021053444_WEB.xml"
"GMRINFRA","GMR Infrastructure Limited","7(2)","GMR Enterprises Private Limited","Promoters","Equity Shares","2962043150","49.07",,"20000000","530092696","Sell","Equity Shares","2942043150","48.74","02-Mar-2021","02-Mar-2021","02-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1093582_413978_03032021053327_WEB.xml"
"GMRINFRA","GMR Infrastructure Limited","7(2)","GMR Enterprises Private Limited","Promoters","Equity Shares","2982043150","49.4",,"20000000","522983258","Sell","Equity Shares","2962043150","49.07","26-Feb-2021","26-Feb-2021","02-Mar-2021","Market Sale","-","-","0","0","0","0","NSE","-","03-Mar-2021 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1093582_413978_03032021053327_WEB.xml"
"GMRINFRA","GMR Infrastructure Limited","7(2)","GMR Enterprises Private Limited","Promoters","Equity Shares","2986143150","49.47",,"4100000","106981989","Sell","Equity Shares","2982043150","49.4","26-Feb-2021","26-Feb-2021","02-Mar-2021","Market Sale","-","-","0","0","0","0","BSE","-","03-Mar-2021 17:33","https://archives.nseindia.com/corporate/xbrl/IT_1093582_413978_03032021053327_WEB.xml"
